"Код SAP площадки";"Контрагент";;"Модель";"Рабочий объем";"Тип двигателя";"Стоимость работ";;;;;;"Стоимость запчастей";;;;;;"Стоимость запчастей PL-2";;;"Итого - ремонт";;;;;;"Итого - PL-2 ремонт";;
;;;;;;"1 год 15000 км";"2 года 30000 км";"3 года 45000 км";"4 года 60000 км";"5 лет 75000 км";"6 лет 90000 км";"1 год 15000 км";"2 год 30000 км";"3 год 45000 км";"4 год 60000 км";"5 лет 75000 км";"6 лет 90000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км";"1 год 15000 км";"2 год 30000 км";"3 год 45000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км"
"C40AF01117";"ВМ Юг";;"Creta";"1.6";"Бензиновый";3192;4200;3192;4872;3192;4200;5822;9442;5822;11579;5822;9442;;;;9014;13642;9014;16451;9014;13642;4872;3192;4200
"C40AF01117";"ВМ Юг";;"Creta";"2.0";"Бензиновый";3192;4200;3192;4872;3192;4200;6100;6800;6100;12953;6100;6800;;;;9292;11000;9292;17825;9292;11000;4872;3192;4200
"C40AF01117";"ВМ Юг";;"ix35";"2.0";"Бензиновый";3192;4200;3192;4368;3192;4200;7139;7819;7139;14980;7139;7819;12367;6351;7051;10331;12019;10331;19348;10331;12019;16735;9543;11251
"C40AF01117";"ВМ Юг";;"ix35";"2.0";"Дизельный";3192;4200;3192;4368;3192;4200;10035;13095;10035;13095;10035;13095;12457;9247;12457;13227;17295;13227;17463;13227;17295;16825;12439;16657
"C40AF01117";"ВМ Юг";;"Tucson";"1.6";"Бензиновый";;;;;;;;;;;;;;;;;;;;;;;;
"C40AF01117";"ВМ Юг";;"Tucson";"2.0";"Бензиновый";3192;4200;3192;4872;3192;4200;7501,5;8201,5;7501,5;14886,5;7501,5;12217,5;;;;10693,5;12401,5;10693,5;19758,5;10693,5;16417,5;4872;3192;4200
"C40AF01117";"ВМ Юг";;"Tucson";"1.6T GDI";"Бензиновый";3192;4200;3192;4872;3192;4200;6590;9566;6590;11613;6590;9566;;;;9782;13766;9782;16485;9782;13766;4872;3192;4200
"C40AF01117";"ВМ Юг";;"Tucson";"2.0";"Дизельный";3192;4200;3192;4368;3192;4200;10666;16063;10666;16063;10666;16063;;;;13858;20263;13858;20431;13858;20263;4368;3192;4200
"C40AF01117";"ВМ Юг";;"Santa Fe";"2.4";"Бензиновый";3344;4400;3344;4576;3344;4400;8117;8847;8117;10842;8117;8847;;;;11461;13247;11461;15418;11461;13247;4576;3344;4400
"C40AF01117";"ВМ Юг";;"Santa Fe";"2.2";"Дизельный";3344;4400;3344;4576;3344;4400;9971;13516;9971;13561;9971;13516;;;;13315;17916;13315;18137;13315;17916;4576;3344;4400
"C40AF01117";"ВМ Юг";;"Santa Fe New";"2.4";"Бензиновый";3344;4400;3344;4576;3344;4400;9666;10396;9666;14423;9666;10396;;;;13010;14796;13010;18999;13010;14796;4576;3344;4400
"C40AF01117";"ВМ Юг";;"Santa Fe New";"2.2";"Дизельный";3344;4400;3344;4576;3344;4400;10847,5;15604,5;10847,5;15604,5;10847,5;15604,5;;;;14191,5;20004,5;14191,5;20180,5;14191,5;20004,5;4576;3344;4400
"C40AF01117";"ВМ Юг";;"Grand Santa Fe";"3.3";"Бензиновый";3344;4400;3344;5104;3344;4400;8938,5;9668,5;8938,5;11663,5;8938,5;9668,5;10052,5;8229,5;8929,5;12282,5;14068,5;12282,5;16767,5;12282,5;14068,5;15156,5;11573,5;13329,5
"C40AF01117";"ВМ Юг";;"Grand Santa Fe";"3.0 GDI";"Бензиновый";;;;;;;;;;;;;;;;;;;;;;;;
"C40AF01117";"ВМ Юг";;"Grand Santa Fe";"2.2";"Дизельный";3344;4400;3344;5104;3344;4400;9970,5;13485,5;9970,5;13485,5;9970,5;13485;12776,5;9261,5;12776,5;13314,5;17885,5;13314,5;18589,5;13314,5;17885;17880,5;12605,5;17176,5
"C40AF01117";"ВМ Юг";;"H1";"2.4";"Бензиновый";3344;4400;3344;5104;3344;4400;7564,5;8354;7564,5;10250,5;7564,5;8354,5;8760,5;6619,5;7319,5;10908,5;12754;10908,5;15354,5;10908,5;12754,5;13864,5;9963,5;11719,5
"C40AF01117";"ВМ Юг";;"H1";"2.5";"Дизельный";3344;4400;3344;5104;3344;4400;9899;12959;9899;12959;9899;12959;12089;8879;12089;13243;17359;13243;18063;13243;17359;17193;12223;16489
"C40AF21090";"Мэйджор 18 км";;"Solaris New";"1.4";"Бензиновый";5950;7700;5950;9450;5950;8400;5794;6099;5794;15663;5794;6099;13866,3;4928,82;5141,84;11744;13799;11744;25113;11744;14499;23316,3;10878,82;13541,84
"C40AF21090";"Мэйджор 18 км";;"Solaris New";"1.6";"Бензиновый";5950;7700;5950;9450;5950;8400;5823;9047;5823;11531;5823;9047;10175,4;4982,22;7763,36;11773;16747;11773;20981;11773;17447;19625,4;10932,22;16163,36
"C40AF21090";"Мэйджор 18 км";;"Solaris";"1.4";"Бензиновый";5950;7700;5950;9450;5950;8400;5329;8552;5329;10547;5329;8553;7859,7;4542,56;7328,64;11279;16252;11279;19997;11279;16953;17309,7;10492,56;15728,64
"C40AF21090";"Мэйджор 18 км";;"Solaris";"1.6";"Бензиновый";5950;7700;5950;9450;5950;8400;5329;8553;5329;10547;5329;8553;7859,7;4542,56;7328,64;11279;16253;11279;19997;11279;16953;17309,7;10492,56;15728,64
"C40AF21090";"Мэйджор 18 км";;"i30";"1.4";"Бензиновый";4900;6650;4900;8050;4900;7000;7326;9333;7326;11228;7326;9333;8050,5;5416,54;6858,72;12226;15983;12226;19278;12226;16333;16100,5;10316,54;13858,72
"C40AF21090";"Мэйджор 18 км";;"i30";"1.6";"Бензиновый";4900;6650;4900;8050;4900;7000;7326;9333;7326;11228;7326;9333;8050,5;5416,54;6858,72;12226;15983;12226;19278;12226;16333;16100,5;10316,54;13858,72
"C40AF21090";"Мэйджор 18 км";;"Elantra";"1.6";"Бензиновый";4900;6650;4900;8050;4900;7000;7326;9333;7326;11513;7326;9333;8977,5;5416,54;6858,72;12226;15983;12226;19563;12226;16333;17027,5;10316,54;13858,72
"C40AF21090";"Мэйджор 18 км";;"Elantra new";"1.6";"Бензиновый";4900;6650;4900;8050;4900;6650;6928;8935;6928;12733;6928;8935;10341;5325,76;6769,84;11828;15585;11828;20783;11828;15585;18391;10225,76;13419,84
"C40AF21090";"Мэйджор 18 км";;"Elantra";"1.8";"Бензиновый";4900;6650;4900;8050;4900;7000;8089;8393;8089;10574;8393;8428;8400,6;6094,72;6294,64;12989;15043;12989;18624;13293;15428;16450,6;10994,72;13294,64
"C40AF21090";"Мэйджор 18 км";;"Elantra new";"2.0";"Бензиновый";4900;6650;4900;8050;4900;6650;7691;7996;7691;11793;7691;7996;9763,2;6004,83;6204,88;12591;14646;12591;19843;12591;14646;17813,2;10904,83;12854,88
"C40AF21090";"Мэйджор 18 км";;"Veloster";"1.6";"Бензиновый";4900;6650;4900;8050;4900;7000;6248;8255;6248;10436;6248;8255;8204,4;4652,03;6103,68;11148;14905;11148;18486;11148;15255;16254,4;9552,03;13103,68
"C40AF21090";"Мэйджор 18 км";;"Veloster";"1.6T GDI";"Бензиновый";4900;6650;4900;8050;4900;7000;6248;6553;6248;8733;6248;6553;6851,7;4563,92;4781,04;11148;13203;11148;16783;11148;13553;14901,7;9463,92;11781,04
"C40AF21090";"Мэйджор 18 км";;"Sonata";"2.0";"Бензиновый";4900;6650;4900;8050;4900;7000;8029;8343;8029;12762;8029;8343;10418,4;7186,75;7374,4;12929;14993;12929;20812;12929;15343;18468,4;12086,75;14374,4
"C40AF21090";"Мэйджор 18 км";;"Sonata";"2.4 GDi";"Бензиновый";4900;6650;4900;8050;4900;7000;8039;8343;8039;12930;8039;8343;10569,6;7186,75;7374,4;12939;14993;12939;20980;12939;15343;18619,6;12086,75;14374,4
"C40AF21090";"Мэйджор 18 км";;"i40";"1.6";"Бензиновый";4900;6650;4900;8050;4900;7000;7421;11650;7421;14788;7421;11650;11082,6;6465,85;9424,8;12321;18300;12321;22838;12321;18650;19132,6;11365,85;16424,8
"C40AF21090";"Мэйджор 18 км";;"i40";"2.0";"Бензиновый";4900;6650;4900;8050;4900;7000;7872;8177;7872;11314;7872;8177;9062,51;6165,35;6332,27;12772;14827;12772;19364;12772;15177;17112,51;11065,35;13332,27
"C40AF21090";"Мэйджор 18 км";;"i40";"1.7";"Дизельный";4900;6650;4900;6650;4900;6650;8706;13177;8706;14226;8706;13177;11985,3;7872,94;8052,88;13606;19827;13606;20876;13606;19827;18635,3;12772,94;14702,88
"C40AF21090";"Мэйджор 18 км";;"Creta";"1.6";"Бензиновый";5950;8050;5950;9450;5950;8050;6077;9301;6077;11438;6077;9301;10002,6;5798,35;7899,76;12027;17351;12027;20888;12027;17351;19452,6;11748,35;15949,76
"C40AF21090";"Мэйджор 18 км";;"Creta";"2.0";"Бензиновый";5950;8050;5950;9450;5950;8050;6840;7145;6840;9282;6840;7145;8061,3;5798,35;6001,6;12790;15195;12790;18732;12790;15195;17511,3;11748,35;14051,6
"C40AF21090";"Мэйджор 18 км";;"ix35";"2.0";"Бензиновый";7700;9800;7700;11200;7700;9800;6013;6317;6013;7410;6317;6013;5935,41;4947,47;4656,47;13713;16117;13713;18610;14017;15813;17135,41;12647,47;14456,47
"C40AF21090";"Мэйджор 18 км";;"ix35";"2.0";"Дизельный";7700;9800;7700;9800;7700;9800;9181;11389;9181;11389;9181;11389;9122,59;7190,56;8819,64;16881;21189;16881;21189;16881;21189;18922,59;14890,56;18619,64
"C40AF21090";"Мэйджор 18 км";;"Tucson";"1.6";"Бензиновый";5950;8050;5950;9450;5950;8050;8908;9212;8908;15103;8908;9212;12969,9;7311,35;7497,6;14858;17262;14858;24553;14858;17262;22419,9;13261,35;15547,6
"C40AF21090";"Мэйджор 18 км";;"Tucson";"2.0";"Бензиновый";5950;8050;5950;9450;5950;8050;7756;8060;7756;14573;7756;8060;12466,8;6260,26;6458,32;13706;16110;13706;24023;13706;16110;21916,8;12210,26;14508,32
"C40AF21090";"Мэйджор 18 км";;"Tucson";"1.6T GDI";"Бензиновый";5950;8050;5950;9450;5950;8050;9759;10064;9759;15955;9759;10064;13710,6;8043,82;8221,84;15709;18114;15709;25405;15709;18114;23160,6;13993,82;16271,84
"C40AF21090";"Мэйджор 18 км";;"Tucson";"2.0";"Дизельный";5950;8050;5950;9450;5950;8050;10889;15891;10889;15891;10889;15891;12728,69;8528,26;12305,99;16839;23941;16839;25341;16839;23941;22178,69;14478,26;20355,99
"C40AF21090";"Мэйджор 18 км";;"Santa Fe";"2.4";"Бензиновый";7700;9800;7700;11200;7700;9800;7942;10520;7942;13636;7942;10520;10922,44;6220,17;8146,69;15642;20320;15642;24836;15642;20320;22122,44;13920,17;17946,69
"C40AF21090";"Мэйджор 18 км";;"Santa Fe";"2.2";"Дизельный";7700;9800;7700;9800;7700;9800;10335;14806;10335;14806;10335;14806;11859,61;8094,37;11465,77;18035;24606;18035;24606;18035;24606;21659,61;15794,37;21265,77
"C40AF21090";"Мэйджор 18 км";;"Santa Fe New";"2.4";"Бензиновый";7700;9800;7700;11200;7700;9800;7213;9654;7213;13062;7213;9654;10462,66;5649,22;7476,06;14913;19454;14913;24262;14913;19454;21662,66;13349,22;17276,06
"C40AF21090";"Мэйджор 18 км";;"Santa Fe New";"2.2";"Дизельный";7700;9800;7700;9800;7700;9800;10123;14454;10123;14454;10123;14454;11577,65;7928,33;11193,18;17823;24254;17823;24254;17823;24254;21377,65;15628,33;20993,18
"C40AF21090";"Мэйджор 18 км";;"Grand Santa Fe";"3.3";"Бензиновый";7700;9800;7700;11200;7700;9800;9235;11813;9235;13808;9235;11813;9911,7;7002,52;8730,48;16935;21613;16935;25008;16935;21613;21111,7;14702,52;18530,48
"C40AF21090";"Мэйджор 18 км";;"Grand Santa Fe";"3.0 GDI";"Бензиновый";7700;9800;7700;11200;7700;9800;9235;9539;9235;14292;9235;9539;11605,5;7001,63;7191,36;16935;19339;16935;25492;16935;19339;22805,5;14701,63;16991,36
"C40AF21090";"Мэйджор 18 км";;"Grand Santa Fe";"2.2";"Дизельный";7700;9800;7700;9800;7700;9800;10335;14805;10335;14805;10335;14805;12135,6;8021,57;8199,84;18035;24605;18035;24605;18035;24605;21935,6;15721,57;17999,84
"C40AF21090";"Мэйджор 18 км";;"H1";"2.4";"Бензиновый";5950;8050;5950;9450;5950;8050;7631;7936;7631;9831;7631;7936;7547,4;5847,3;6049,12;13581;15986;13581;19281;13581;15986;16997,4;11797,3;14099,12
"C40AF21090";"Мэйджор 18 км";;"H1";"2.5";"Дизельный";5950;8050;5950;8400;5950;8400;11581;14608;11581;14608;11581;14608;11661,3;8838,59;11402,16;17531;22658;17531;23008;17531;23008;20061,3;14788,59;19802,16
"C40AF01051";"СИМцентр Ярославль";;"Solaris New";"1.4";"Бензиновый";2520;3420;2520;4320;1400;1900;5500;8700;5500;10200;5500;8700;8670;4675;7395;8020;12120;8020;14520;6900;10600;12990;6075;9295
"C40AF01051";"СИМцентр Ярославль";;"Solaris New";"1.6";"Бензиновый";2520;3420;2520;4320;1400;1900;5500;8700;5500;10200;5500;8700;8670;4675;7395;8020;12120;8020;14520;6900;10600;12990;6075;9295
"C40AF01051";"СИМцентр Ярославль";;"Solaris";"1.4";"Бензиновый";2520;3420;2520;4320;1400;1900;5500;8700;5500;10200;5500;8700;8670;4675;7395;8020;12120;8020;14520;6900;10600;12990;6075;9295
"C40AF01051";"СИМцентр Ярославль";;"Solaris";"1.6";"Бензиновый";2520;3420;2520;4320;1400;1900;5500;8700;5500;10200;5500;8700;8670;4675;7395;8020;12120;8020;14520;6900;10600;12990;6075;9295
"C40AF01051";"СИМцентр Ярославль";;"i30";"1.4";"Бензиновый";3080;4180;3080;5280;1400;1900;6700;9700;6700;10300;6700;9700;8755;5695;8245;9780;13880;9780;15580;8100;11600;14035;7095;10145
"C40AF01051";"СИМцентр Ярославль";;"i30";"1.6";"Бензиновый";3080;4180;3080;5280;1400;1900;6700;9700;6700;10300;6700;9700;8755;5695;8245;9780;13880;9780;15580;8100;11600;14035;7095;10145
"C40AF01051";"СИМцентр Ярославль";;"Elantra";"1.6";"Бензиновый";3080;4180;3080;5280;1400;1900;7100;10100;7100;13200;7100;10100;11220;6035;8585;10180;14280;10180;18480;8500;12000;16500;7435;10485
"C40AF01051";"СИМцентр Ярославль";;"Elantra";"1.8";"Бензиновый";3080;4180;3080;5280;1400;1900;7100;10100;7100;13200;7100;10100;11220;6035;8585;10180;14280;10180;18480;8500;12000;16500;7435;10485
"C40AF01051";"СИМцентр Ярославль";;"Elantra new";"1.6";"Бензиновый";3080;4180;3080;5280;1400;1900;6500;8600;6500;11100;6500;8600;9435;5525;7310;9580;12780;9580;16380;7900;10500;14715;6925;9210
"C40AF01051";"СИМцентр Ярославль";;"Elantra new";"2.0";"Бензиновый";3080;4180;3080;5280;1400;1900;6500;8600;6500;11100;6500;8600;9435;5525;7310;9580;12780;9580;16380;7900;10500;14715;6925;9210
"C40AF01051";"СИМцентр Ярославль";;"Veloster";"1.6";"Бензиновый";3080;4180;3080;5280;1400;1900;6500;8600;6500;11100;6500;8600;9435;5525;7310;9580;12780;9580;16380;7900;10500;14715;6925;9210
"C40AF01051";"СИМцентр Ярославль";;"Veloster";"1.6T GDI";"Бензиновый";3080;4180;3080;5280;1400;1900;6500;8600;6500;11100;6500;8600;9435;5525;7310;9580;12780;9580;16380;7900;10500;14715;6925;9210
"C40AF01051";"СИМцентр Ярославль";;"Sonata";"2.0";"Бензиновый";3080;4180;3080;5280;1400;1900;6700;9700;6700;10300;6700;9700;8755;5695;8245;9780;13880;9780;15580;8100;11600;14035;7095;10145
"C40AF01051";"СИМцентр Ярославль";;"Sonata";"2.4 GDi";"Бензиновый";3080;4180;3080;5280;1400;1900;6700;9700;6700;10300;6700;9700;8755;5695;8245;9780;13880;9780;15580;8100;11600;14035;7095;10145
"C40AF01051";"СИМцентр Ярославль";;"i40";"1.6";"Бензиновый";3080;4180;3080;5280;1400;1900;6400;11100;6400;13200;6400;11100;11220;5440;9435;9480;15280;9480;18480;7800;13000;16500;6840;11335
"C40AF01051";"СИМцентр Ярославль";;"i40";"2.0";"Бензиновый";3080;4180;3080;5280;1400;1900;6400;11100;6400;13200;6400;11100;11220;5440;9435;9480;15280;9480;18480;7800;13000;16500;6840;11335
"C40AF01051";"СИМцентр Ярославль";;"i40";"1.7";"Дизельный";3080;4180;3080;5280;1400;1900;7900;7400;7900;11300;7900;7400;9605;6715;6290;10980;11580;10980;16580;9300;9300;14885;8115;8190
"C40AF01051";"СИМцентр Ярославль";;"Creta";"1.6";"Бензиновый";3060;4140;3060;4860;1700;2300;6440;10900;6440;7250;13200;10900;6162,5;11220;9265;9500;15040;9500;12110;14900;13200;11022,5;12920;11565
"C40AF01051";"СИМцентр Ярославль";;"Creta";"2.0";"Бензиновый";3060;4140;3060;4860;1700;2300;6550;11300;6550;7300;14500;11300;6205;12325;9605;9610;15440;9610;12160;16200;13600;11065;14025;11905
"C40AF01051";"СИМцентр Ярославль";;"ix35";"2.0";"Бензиновый";3740;5060;3740;5940;1700;2300;7650;10440;7650;13200;7650;10440;11220;6502,5;8874;11390;15500;11390;19140;9350;12740;17160;8202,5;11174
"C40AF01051";"СИМцентр Ярославль";;"ix35";"2.0";"Дизельный";3740;5060;3740;5280;1700;2300;8700;12500;8700;11350;8700;12500;9647,5;7395;10625;12440;17560;12440;16630;10400;14800;14927,5;9095;12925
"C40AF01051";"СИМцентр Ярославль";;"Tucson";"1.6";"Бензиновый";3740;5060;3740;5940;1700;2300;7300;8200;7300;14500;7300;8200;12325;6205;6970;11040;13260;11040;20440;9000;10500;18265;7905;9270
"C40AF01051";"СИМцентр Ярославль";;"Tucson";"2.0";"Бензиновый";3740;5060;3740;5940;1700;2300;7500;8500;7500;14700;7500;8500;12495;6375;7225;11240;13560;11240;20640;9200;10800;18435;8075;9525
"C40AF01051";"СИМцентр Ярославль";;"Tucson";"1.6T GDI";"Бензиновый";3740;5060;3740;5940;1700;2300;7850;8720;7850;14900;7850;8720;12665;6672,5;7412;11590;13780;11590;20840;9550;11020;18605;8372,5;9712
"C40AF01051";"СИМцентр Ярославль";;"Tucson";"2.0";"Дизельный";3740;5060;3740;5280;1700;2300;10060;15200;10060;18200;10060;15200;15470;8551;12920;13800;20260;13800;23480;11760;17500;20750;10251;15220
"C40AF01051";"СИМцентр Ярославль";;"Santa Fe";"2.4";"Бензиновый";3740;5060;3740;5940;1700;2300;7300;8500;7300;14000;7300;8500;11900;6205;7225;11040;13560;11040;19940;9000;10800;17840;7905;9525
"C40AF01051";"СИМцентр Ярославль";;"Santa Fe";"2.2";"Дизельный";3740;5060;3740;5280;1700;2300;9400;12300;9400;13300;9400;12300;11305;7990;10455;13140;17360;13140;18580;11100;14600;16585;9690;12755
"C40AF01051";"СИМцентр Ярославль";;"Santa Fe New";"2.4";"Бензиновый";3740;5060;3740;5940;1700;2300;7300;8500;7300;14000;7300;8500;11900;6205;7225;11040;13560;11040;19940;9000;10800;17840;7905;9525
"C40AF01051";"СИМцентр Ярославль";;"Santa Fe New";"2.2";"Дизельный";3740;5060;3740;5280;1700;2300;9400;12300;9400;13300;9400;12300;11305;7990;10455;13140;17360;13140;18580;11100;14600;16585;9690;12755
"C40AF01051";"СИМцентр Ярославль";;"Grand Santa Fe";"3.3";"Бензиновый";3740;5060;3740;5940;1700;2300;7900;8900;7900;14900;8900;7900;12665;7565;6715;11640;13960;11640;20840;10600;10200;18605;9265;9015
"C40AF01051";"СИМцентр Ярославль";;"Grand Santa Fe";"3.0 GDI";"Бензиновый";3740;5060;3740;5940;1700;2300;7900;8900;7900;14900;8900;7900;12665;7565;6715;11640;13960;11640;20840;10600;10200;18605;9265;9015
"C40AF01051";"СИМцентр Ярославль";;"Grand Santa Fe";"2.2";"Дизельный";3740;5060;3740;5280;1700;2300;9400;12300;9400;13300;9400;12300;11305;7990;10455;13140;17360;13140;18580;11100;14600;16585;9690;12755
"C40AF01051";"СИМцентр Ярославль";;"H1";"2.4";"Бензиновый";3740;5060;3740;5940;1700;2300;6660;10640;6660;12100;6660;10640;10285;5661;9044;10400;15700;10400;18040;8360;12940;16225;7361;11344
"C40AF01051";"СИМцентр Ярославль";;"H1";"2.5";"Дизельный";3740;5060;3740;5280;1700;2300;9800;13140;9800;12800;9800;13140;10880;8330;11169;13540;18200;13540;18080;11500;15440;16160;10030;13469
"C40AF31090";"Мэйджор 47 км";;"Solaris New";"1.4";"Бензиновый";5950;7700;5950;9450;5950;8400;5794;6099;5794;15663;5794;6099;13866,3;4928,82;5141,84;11744;13799;11744;25113;11744;14499;23316,3;10878,82;13541,84
"C40AF31090";"Мэйджор 47 км";;"Solaris New";"1.6";"Бензиновый";5950;7700;5950;9450;5950;8400;5823;9047;5823;11531;5823;9047;10175,4;4982,22;7763,36;11773;16747;11773;20981;11773;17447;19625,4;10932,22;16163,36
"C40AF31090";"Мэйджор 47 км";;"Solaris";"1.4";"Бензиновый";5950;7700;5950;9450;5950;8400;5329;8552;5329;10547;5329;8553;7859,7;4542,56;7328,64;11279;16252;11279;19997;11279;16953;17309,7;10492,56;15728,64
"C40AF31090";"Мэйджор 47 км";;"Solaris";"1.6";"Бензиновый";5950;7700;5950;9450;5950;8400;5329;8553;5329;10547;5329;8553;7859,7;4542,56;7328,64;11279;16253;11279;19997;11279;16953;17309,7;10492,56;15728,64
"C40AF31090";"Мэйджор 47 км";;"i30";"1.4";"Бензиновый";4900;6650;4900;8050;4900;7000;7326;9333;7326;11228;7326;9333;8050,5;5416,54;6858,72;12226;15983;12226;19278;12226;16333;16100,5;10316,54;13858,72
"C40AF31090";"Мэйджор 47 км";;"i30";"1.6";"Бензиновый";4900;6650;4900;8050;4900;7000;7326;9333;7326;11228;7326;9333;8050,5;5416,54;6858,72;12226;15983;12226;19278;12226;16333;16100,5;10316,54;13858,72
"C40AF31090";"Мэйджор 47 км";;"Elantra";"1.6";"Бензиновый";4900;6650;4900;8050;4900;7000;7326;9333;7326;11513;7326;9333;8977,5;5416,54;6858,72;12226;15983;12226;19563;12226;16333;17027,5;10316,54;13858,72
"C40AF31090";"Мэйджор 47 км";;"Elantra";"1.8";"Бензиновый";4900;6650;4900;8050;4900;7000;8089;8393;8089;10574;8393;8428;8400,6;6094,72;6294,64;12989;15043;12989;18624;13293;15428;16450,6;10994,72;13294,64
"C40AF31090";"Мэйджор 47 км";;"Elantra new";"1.6";"Бензиновый";4900;6650;4900;8050;4900;6650;6928;8935;6928;12733;6928;8935;10341;5325,76;6769,84;11828;15585;11828;20783;11828;15585;18391;10225,76;13419,84
"C40AF31090";"Мэйджор 47 км";;"Elantra new";"2.0";"Бензиновый";4900;6650;4900;8050;4900;6650;7691;7996;7691;11793;7691;7996;9763,2;6004,83;6204,88;12591;14646;12591;19843;12591;14646;17813,2;10904,83;12854,88
"C40AF31090";"Мэйджор 47 км";;"Veloster";"1.6";"Бензиновый";4900;6650;4900;8050;4900;7000;6248;8255;6248;10436;6248;8255;8204,4;4652,03;6103,68;11148;14905;11148;18486;11148;15255;16254,4;9552,03;13103,68
"C40AF31090";"Мэйджор 47 км";;"Veloster";"1.6T GDI";"Бензиновый";4900;6650;4900;8050;4900;7000;6248;6553;6248;8733;6248;6553;6851,7;4563,92;4781,04;11148;13203;11148;16783;11148;13553;14901,7;9463,92;11781,04
"C40AF31090";"Мэйджор 47 км";;"Sonata";"2.0";"Бензиновый";4900;6650;4900;8050;4900;7000;8029;8343;8029;12762;8029;8343;10418,4;7186,75;7374,4;12929;14993;12929;20812;12929;15343;18468,4;12086,75;14374,4
"C40AF31090";"Мэйджор 47 км";;"Sonata";"2.4 GDi";"Бензиновый";4900;6650;4900;8050;4900;7000;8039;8343;8039;12930;8039;8343;10569,6;7186,75;7374,4;12939;14993;12939;20980;12939;15343;18619,6;12086,75;14374,4
"C40AF31090";"Мэйджор 47 км";;"i40";"1.6";"Бензиновый";4900;6650;4900;8050;4900;7000;7421;11650;7421;14788;7421;11650;11082,6;6465,85;9424,8;12321;18300;12321;22838;12321;18650;19132,6;11365,85;16424,8
"C40AF31090";"Мэйджор 47 км";;"i40";"2.0";"Бензиновый";4900;6650;4900;8050;4900;7000;7872;8177;7872;11314;7872;8177;9062,51;6165,35;6332,27;12772;14827;12772;19364;12772;15177;17112,51;11065,35;13332,27
"C40AF31090";"Мэйджор 47 км";;"i40";"1.7";"Дизельный";4900;6650;4900;6650;4900;6650;8706;13177;8706;14226;8706;13177;11985,3;7872,94;8052,88;13606;19827;13606;20876;13606;19827;18635,3;12772,94;14702,88
"C40AF31090";"Мэйджор 47 км";;"Creta";"1.6";"Бензиновый";5950;8050;5950;9450;5950;8050;6077;9301;6077;11438;6077;9301;10002,6;5798,35;7899,76;12027;17351;12027;20888;12027;17351;19452,6;11748,35;15949,76
"C40AF31090";"Мэйджор 47 км";;"Creta";"2.0";"Бензиновый";5950;8050;5950;9450;5950;8050;6840;7145;6840;9282;6840;7145;8061,3;5798,35;6001,6;12790;15195;12790;18732;12790;15195;17511,3;11748,35;14051,6
"C40AF31090";"Мэйджор 47 км";;"ix35";"2.0";"Бензиновый";7700;9800;7700;11200;7700;9800;6013;6317;6013;7410;6317;6013;5935,41;4947,47;4656,47;13713;16117;13713;18610;14017;15813;17135,41;12647,47;14456,47
"C40AF31090";"Мэйджор 47 км";;"ix35";"2.0";"Дизельный";7700;9800;7700;9800;7700;9800;9181;11389;9181;11389;9181;11389;9122,59;7190,56;8819,64;16881;21189;16881;21189;16881;21189;18922,59;14890,56;18619,64
"C40AF31090";"Мэйджор 47 км";;"Tucson";"1.6";"Бензиновый";5950;8050;5950;9450;5950;8050;8908;9212;8908;15103;8908;9212;12969,9;7311,35;7497,6;14858;17262;14858;24553;14858;17262;22419,9;13261,35;15547,6
"C40AF31090";"Мэйджор 47 км";;"Tucson";"2.0";"Бензиновый";5950;8050;5950;9450;5950;8050;7756;8060;7756;14573;7756;8060;12466,8;6260,26;6458,32;13706;16110;13706;24023;13706;16110;21916,8;12210,26;14508,32
"C40AF31090";"Мэйджор 47 км";;"Tucson";"1.6T GDI";"Бензиновый";5950;8050;5950;9450;5950;8050;9759;10064;9759;15955;9759;10064;13710,6;8043,82;8221,84;15709;18114;15709;25405;15709;18114;23160,6;13993,82;16271,84
"C40AF31090";"Мэйджор 47 км";;"Tucson";"2.0";"Дизельный";5950;8050;5950;9450;5950;8050;10889;15891;10889;15891;10889;15891;12728,69;8528,26;12305,99;16839;23941;16839;25341;16839;23941;22178,69;14478,26;20355,99
"C40AF31090";"Мэйджор 47 км";;"Santa Fe";"2.4";"Бензиновый";7700;9800;7700;11200;7700;9800;7942;10520;7942;13636;7942;10520;10922,44;6220,17;8146,69;15642;20320;15642;24836;15642;20320;22122,44;13920,17;17946,69
"C40AF31090";"Мэйджор 47 км";;"Santa Fe";"2.2";"Дизельный";7700;9800;7700;9800;7700;9800;10335;14806;10335;14806;10335;14806;11859,61;8094,37;11465,77;18035;24606;18035;24606;18035;24606;21659,61;15794,37;21265,77
"C40AF31090";"Мэйджор 47 км";;"Santa Fe New";"2.4";"Бензиновый";7700;9800;7700;11200;7700;9800;7213;9654;7213;13062;7213;9654;10462,66;5649,22;7476,06;14913;19454;14913;24262;14913;19454;21662,66;13349,22;17276,06
"C40AF31090";"Мэйджор 47 км";;"Santa Fe New";"2.2";"Дизельный";7700;9800;7700;9800;7700;9800;10123;14454;10123;14454;10123;14454;11577,65;7928,33;11193,18;17823;24254;17823;24254;17823;24254;21377,65;15628,33;20993,18
